Número	Foto	A levar	Check-in	Nome	Descrição	Objetivo	Como Funciona?	Conceitos Chave	QR-code IG	Link IG	QR-code Fotos	Link Fotos	QR-code Youtube	Link Youtube	Situação	Observação	Tipo	Setor	Percurso	Acessórios	Eventos C	Eventos	Dimensões (L x C x A)	Peso (Kg)	Valor Aproximado  (R$)	Local
A059		FALSE	FALSE	Catálogo 2010	Catálogo da exposição, versão 2010	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1W5UMurc2drgXa2uty6MPqNo8-dgITk26/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$10,00	LDM
A060		FALSE	FALSE	Catálogo 2011	Catálogo da exposição, versão 2011	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1hUwUYzirt8vz7b1eBRkH9MiaTRWueOC5/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$ 10,00	LDM
A061		FALSE	FALSE	Catálogo 2012	Catálogo da exposição, versão 2012	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1WcYNqM_JJvcmoZQI0kInN484I_7XAjZt/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$10,00	LDM
A062		FALSE	FALSE	Catálogo 2015	Catálogo da exposição, versão 2015	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1hBPes5qxp7GMqpdP9FGH7N0kj3abi44A/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$ 10,00	LDM
A063		FALSE	FALSE	Catálogo 2016	Catálogo da exposição, versão 2016	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1zmNXfPpM-TA3HH77V_B7jiMFfLJS915V/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$10,00	LDM
A064		FALSE	FALSE	Catálogo 2017	Catálogo da exposição, versão 2017	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/181EM92HxDqPVkc3u9JD9zCziEP_yytTu/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$ 10,00	LDM
A065		FALSE	TRUE	Vídeo do Evento 002	Vídeo que apresenta a exposição ocorrida na Usina de Conhecimento - Evento 002, mostrando visitantes e monitores interagindo com os objetos expostos.	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	Usina de Conhecimento, Exposição de Matemática.		https://drive.google.com/file/d/1zrNc-10QYpfY5tyW6ugeWn5yp5cMPJAS/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Vídeo	xxxx	E002	E002	5'18"	0,00000	R$2,00	LDM
A066		FALSE	FALSE	Projeto de Oficina do Evento 015	Projeto e Relatório de elaboração do Curso de Extensão no formato de oficina	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	extensão, curso, oficina		https://drive.google.com/file/d/1iFu2J8kD-37t0I6EMdlZIf8OIKqAg0s_/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Oficina	xxxx					R$ 2,00	LDM
A067		FALSE	FALSE	Resumo de Oficina do Evento 007	Texto do tipo resumo publicado nos anais da III Bienal da SBM	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	resumo, oficina, evento		https://drive.google.com/file/d/1E5he8cOLd_QsyT3g9t8qsQK5CHfotnIg/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Resumo	xxxx					R$2,00	LDM
A068		FALSE	FALSE	Reportagens	Texto relacionando todas as reportagens associadas a eventos em que a MATEMATIVA esteve presente	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	reportagens, divulgação		https://drive.google.com/file/d/1ZaoIM6XQy_cVcI9SblQbc7SrdGJv11DE/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tClFj1RmdVweybBzGEw92Sy	5	xxxx	Material	Apresentação	Divulgação	xxxx	E002	E002			R$ 2,00	LDM
A069		FALSE	FALSE	Folder de Divulgação do Curso	Folder de divulgação do curso de Matemática da UEM	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	folder, curso de matemática		https://drive.google.com/file/d/1y9BVR0A9Z9Ano4457DF_GSXMQ6JoxGnP/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Folder	xxxx					R$2,00	LDM
A070		FALSE	TRUE	Texto sobre Construção de Retas	Texto básico sobre o percurso Construção de Retas	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças  dentro do percurso "Construção de Retas"	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	construção de retas, mecanismos		https://drive.google.com/file/d/1snIP2JOHd64aPno2zrJXpCj4z1-4ndGN/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Texto	xxxx	xxxx	xxxx	14,85 cm x 21 cm x 0,08 cm	0,01000	R$ 5,00	LDM
A071		FALSE	FALSE	Texto sobre Construção de Retas - PIBIC	Texto de relatório de PIBIC sobre o percurso Construção de Retas	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	construção de retas, mecanismos		https://drive.google.com/file/d/1HzLGEj4kFrADABF1bXhw-BXOYsceru68/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Texto	xxxx					R$2,00	LDM
A072		FALSE	FALSE	Dissertação de Mestrado - SNB	Texto dissertativo de mestrado sobre o tema Mecanismos de Construção de Retas	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	construção de retas, mecanismos		https://drive.google.com/file/d/1ZsweuCMW1qIl20FZrXzltTwTBcC26ir0/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		Matemativa Exposição Interativa de Matemática - YouTube	Matemativa Exposição Interativa de Matemática - YouTube	xxxx	Material	Apresentação	Dissertação	xxxx					R$ 2,00	LDM
A073		FALSE	FALSE	Oficina do Evento E027	Texto da oficina do Evento 027	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	oficina, evento		https://drive.google.com/file/d/1B2czay2dMRuPoy7zXk_VV3vccfVex1oH/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Oficina	xxxx					R$5,00	LDM
A074		FALSE	FALSE	Uso de Foto de Peça	Registro do uso da foto da exposição em livro didático do ensino médio	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	ensino médio		https://drive.google.com/file/d/13-oYDgIprvG8UOcC8s9eHGauP6D1ckp-/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Divulgação	xxxx					R$ 1,00	LDM
A075		FALSE	FALSE	Vídeo do LDM	Vídeo que apresenta a sala do Laboratório de Divulgação da Matemática no Bloco F67	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	vídeo, LDM		https://drive.google.com/file/d/151EbDBqTeZ63nsG9eVrm5l7PKNuF8Dqb/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Vídeo	xxxx					R$1,00	LDM
A076		FALSE	FALSE	Vídeo do MUDI	Vídeo que apresenta o acervo exposto no MUDI durante o evento EMXX	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	vídeo, MUDI		https://drive.google.com/file/d/1PNg5Oly2lIR3OMYBdTRCcMEZGXtZ_ZiT/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Vídeo	xxxx					R$ 1,00	LDM
A077		FALSE	FALSE	Catálogo 2012 - MUDI	Catálogo da exposição no MUDI, versão 2012	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1r02djiLk0a15c8Vb-YbI_xHVhmNINu7d/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$10,00	LDM
A078		FALSE	FALSE	Texto da Oficina do Evento 003	Texto da oficina do Evento 003	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	oficina, evento, simetria		https://drive.google.com/file/d/1Tp1tK-il6aDJd2ksV_1P2YKnAhFmkrlX/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Oficina	xxxx	E003	E003			R$ 2,00	LDM
A079		FALSE	FALSE	Texto da Oficina do Evento 004	Texto da oficina do Evento 004	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	oficina, evento, simetria		https://drive.google.com/file/d/1DvwfccK5mDzwT4QuN3_MclwY0qvbcZv-/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Oficina	xxxx	;E004	;E004			R$2,00	LDM
A080		FALSE	TRUE	Displays Antigos I	Texto contendo todos os displays antigos de eventos 	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	display		https://drive.google.com/file/d/1qK0u1_TnxGg8eNAuBjz8CDKRJt1ZKPF4/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Displays	xxxx	E002;E007;E008;E009;E048	E002;E007;E008;E009;E048			R$30,00	LDM
A081		FALSE	TRUE	Displays Antigos II	Texto contendo todos os displays antigos reformulados de eventos	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	display		https://drive.google.com/file/d/1y6wSPYFfWcwY1hHUMxRRJdsqpOZswE4v/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Displays	xxxx	E049;E050;E052	E049;E050;E052			R$30,00	LDM
A082		FALSE	TRUE	Displays Antigos III	Texto contendo todos os displays antigos reformulados de eventos	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	display		https://drive.google.com/file/d/1codSa3LXPZ5zjJBpDEOEjGo1R6c8Puh1/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Displays	xxxx	E053	E053			R$30,00	LDM
A083		FALSE	TRUE	Texto sobre Superfícies Regradas	É um texto básico sobre o percurso "Superfícies Regradas" direcionada ao visitante da exposição MATEMATIVA.	Trazer ao público conceitos, exemplos e resultados básicos relacionado a superfícies regradas.	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	superfícies regradas		https://drive.google.com/file/d/1mf45SVpsMm0_O22IDZl75mxz8mcxuEcD/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Texto	xxxx	xxxx	xxxx	14,85 cm x 21 cm x 0,08 cm	0,01000	R$ 5,00	LDM
A084		FALSE	TRUE	Projeto de Evento de Extensão do Evento 002	Projeto e Relatório de elaboração do Evento de Extensão do Evento 002.	Registrar oficialmente na Diretoria de Extensão o 2o. evento realizado pela MATEMATIVA.	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	extensão, evento, oficina		https://drive.google.com/file/d/1i8J10kpX4ENkUBpxbhsIl3dYTY0e2sgx/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Projetos	xxxx	E002	E002	21,0 cm x 29,7 cm x 0,01 cm	0,01000	R$ 2,00	LDM
A085		FALSE	TRUE	Catálogo 2026	Catálogo sendo construído para o início de 2026	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1EmQDE82y7iy6xqRczLisU6kePnJ56n-2/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Catálogo	xxxx					R$10,00	LDM
AXX3		FALSE	FALSE	Guia da Exposição - Mediadores	Texto guia para os mediadores de exposições itinerantes	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	guia, evento, mediadores		https://drive.google.com/file/d/11urgNOQ-RotOFkg54CsZ19WNMOMkRYOf/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Guia	xxxx					R$ 5,00	LDM
AXX4		FALSE	FALSE	Guia da Exposição - Visitantes	Texto guia para os visitantes de exposições itinerantes	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	guia, evento, visitantes		https://drive.google.com/file/d/1oQpmRLjcZlMUaPHjvi34QA6J1EGpdK39/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Guia	xxxx					R$5,00	LDM
AXX5		FALSE	FALSE	Guia de Informações e Propostas	Conjunto de informações e propostas para o projeto	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	guia, informações		https://drive.google.com/file/d/1rp7llj6klgSg8DBxuoaITugL1RZxLif8/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	A realizar	xxxx					R$ 2,00	LDM
AXX6		FALSE	FALSE	Guia do MUDI	Texto guia dos visitantes do MUDI contendo o acervo durante o evento EMXX	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	guia, MUDI, visitantes		https://drive.google.com/file/d/1qaib_Rl-_-QdKnR-RYqL-6E8DZRLt4vs/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Guia	xxxx					R$5,00	LDM
AXX7		FALSE	FALSE	Linha do Tempo MATEMATIVA	Proposta de linha do tempo do projeto MATEMATIVA	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	linha do tempo		https://drive.google.com/file/d/1qIE-OYEm5IfRSLae44pXkev-uLw3MTW1/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Divulgação	xxxx					R$ 2,00	LDM
AXX8		FALSE	FALSE	Logotipos	Registro de logotipos propostos para  a MATEMATIVA	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	logotipo		https://drive.google.com/file/d/1hQ4A0JsuhjwZ7U11Rb_jolDxq13YS8vt/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Painéis	xxxx					R$2,00	LDM
